event_id,created_at,game_id,session_id,theme,id,correct,response_ms,points_delta,score_before,score_after,prompt_kind,answer_kind,metadata_json
e2806b57-209b-42e1-85af-9f1ad6b86b5f,2026-05-25T13:14:57.260Z,matching,matching-20260525131304645-27e686,group,ko-0188,1,1428,30,250,280,korean,group,"{""selected_id"":""ko-0188"",""board_id"":""daf05384-33ed-45cf-ae8f-721c39a2b506"",""challenge_id"":""""}"
7d38d549-5774-4cda-b934-92a258684930,2026-05-25T13:15:05.361Z,matching,matching-20260525131304645-27e686,group,ko-0107,1,0,34,250,284,korean,group,"{""selected_id"":""ko-0107"",""board_id"":""daf05384-33ed-45cf-ae8f-721c39a2b506"",""challenge_id"":""""}"
e039618c-7b0c-4d44-bff3-154a01a241ae,2026-05-25T13:21:43.599Z,matching,matching-20260525132130455-5f995a,normal,ko-0039,1,2,34,250,284,korean,english,"{""selected_id"":""ko-0039"",""board_id"":""325dcb78-9c27-4cdc-b3dd-17ca8ca932b3"",""challenge_id"":""""}"
84cb8d78-ab5f-4f1e-af42-9280eca98bb4,2026-05-25T13:21:46.824Z,matching,matching-20260525132130455-5f995a,normal,ko-0196,1,2310,27,250,277,korean,english,"{""selected_id"":""ko-0196"",""board_id"":""325dcb78-9c27-4cdc-b3dd-17ca8ca932b3"",""challenge_id"":""""}"
a42a7afe-2009-4107-8240-c2305d34e208,2026-05-25T13:21:50.326Z,matching,matching-20260525132130455-5f995a,normal,ko-0142,1,2900,25,250,275,korean,english,"{""selected_id"":""ko-0142"",""board_id"":""325dcb78-9c27-4cdc-b3dd-17ca8ca932b3"",""challenge_id"":""""}"
6f5efc9d-954a-46f0-90b3-70c67a2c5040,2026-05-25T13:21:53.763Z,matching,matching-20260525132130455-5f995a,normal,ko-0287,1,2382,27,250,277,korean,english,"{""selected_id"":""ko-0287"",""board_id"":""9ad8d8a6-55a2-41b5-9336-44162b629cd0"",""challenge_id"":""""}"
714470f7-1aca-4896-8c61-f7d239867759,2026-05-25T13:21:55.689Z,matching,matching-20260525132130455-5f995a,normal,ko-0029,1,1135,31,250,281,korean,english,"{""selected_id"":""ko-0029"",""board_id"":""9ad8d8a6-55a2-41b5-9336-44162b629cd0"",""challenge_id"":""""}"
4a47066b-abf3-422e-90ab-9a28161f29c7,2026-05-25T13:21:57.940Z,matching,matching-20260525132130455-5f995a,normal,ko-0382,1,1388,30,250,280,korean,english,"{""selected_id"":""ko-0382"",""board_id"":""9ad8d8a6-55a2-41b5-9336-44162b629cd0"",""challenge_id"":""""}"
9d9ccaa6-c158-4da6-9f5f-25638a0c3525,2026-05-25T13:22:02.971Z,matching,matching-20260525132130455-5f995a,normal,ko-0366,1,4339,19,250,269,korean,english,"{""selected_id"":""ko-0366"",""board_id"":""d4e7f845-23b4-4387-bbb7-2242d5050767"",""challenge_id"":""""}"
444b70ee-917f-473b-be00-0befa1ebd1fe,2026-05-25T13:22:07.324Z,matching,matching-20260525132130455-5f995a,normal,ko-0093,1,3439,23,250,273,korean,english,"{""selected_id"":""ko-0093"",""board_id"":""d4e7f845-23b4-4387-bbb7-2242d5050767"",""challenge_id"":""""}"
b02c6e13-d334-4c3f-8f12-b5decce882d1,2026-05-25T13:22:12.336Z,matching,matching-20260525132130455-5f995a,normal,ko-0249,1,2,34,250,284,korean,english,"{""selected_id"":""ko-0249"",""board_id"":""d4e7f845-23b4-4387-bbb7-2242d5050767"",""challenge_id"":""""}"
4946232f-37c8-4a83-9292-c2674d0c07f7,2026-05-25T13:22:20.437Z,matching,matching-20260525132130455-5f995a,group,ko-0179,1,7368,8,250,258,korean,group,"{""selected_id"":""ko-0179"",""board_id"":""eda51734-25b8-4f9d-b9ee-8df59f6602a0"",""challenge_id"":""""}"
fa034308-3644-4876-8e52-a3f2c819f7f4,2026-05-25T13:22:24.697Z,matching,matching-20260525132130455-5f995a,group,ko-0234,1,3534,22,250,272,korean,group,"{""selected_id"":""ko-0234"",""board_id"":""eda51734-25b8-4f9d-b9ee-8df59f6602a0"",""challenge_id"":""""}"
f33553cc-0a54-45c8-afbf-9b3b856bbcd3,2026-05-25T13:22:35.408Z,matching,matching-20260525132130455-5f995a,group,ko-0452,0,10105,-20,250,230,korean,group,"{""selected_id"":""ko-0320"",""board_id"":""eda51734-25b8-4f9d-b9ee-8df59f6602a0"",""challenge_id"":""""}"
3a72524e-0d15-4df9-8dd7-64925482bb4e,2026-05-25T13:22:41.743Z,matching,matching-20260525132130455-5f995a,group,ko-0110,1,3656,22,250,272,korean,group,"{""selected_id"":""ko-0110"",""board_id"":""eda51734-25b8-4f9d-b9ee-8df59f6602a0"",""challenge_id"":""""}"
82aa0065-7d44-41e0-bbea-6f8ccc8552c5,2026-05-25T13:22:43.479Z,matching,matching-20260525132130455-5f995a,group,ko-0102,1,1133,31,250,281,korean,group,"{""selected_id"":""ko-0102"",""board_id"":""ae62d2e0-adee-4c88-aa23-7d62e149c078"",""challenge_id"":""""}"
4c566f91-d66a-4adb-b549-68bda5fa2c61,2026-05-25T13:22:51.845Z,matching,matching-20260525132130455-5f995a,group,ko-0320,0,7827,-20,250,230,korean,group,"{""selected_id"":""ko-0319"",""board_id"":""ae62d2e0-adee-4c88-aa23-7d62e149c078"",""challenge_id"":""""}"
428a06bd-3da9-44ab-bf71-1d85a8424d21,2026-05-25T13:22:58.038Z,matching,matching-20260525132130455-5f995a,group,ko-0112,1,5178,16,250,266,korean,group,"{""selected_id"":""ko-0112"",""board_id"":""ae62d2e0-adee-4c88-aa23-7d62e149c078"",""challenge_id"":""""}"
a022e53e-e6ab-49b5-a717-c385eaf50144,2026-05-25T13:23:06.223Z,matching,matching-20260525132130455-5f995a,group,ko-0438,0,1,-20,250,230,korean,group,"{""selected_id"":""ko-0452"",""board_id"":""ae62d2e0-adee-4c88-aa23-7d62e149c078"",""challenge_id"":""""}"
bbdc3fb6-b3c2-4123-a4cb-b68fe4941b27,2026-05-25T13:23:15.148Z,matching,matching-20260525132130455-5f995a,normal,ko-0319,1,7720,7,250,257,korean,english,"{""selected_id"":""ko-0319"",""board_id"":""ae62d2e0-adee-4c88-aa23-7d62e149c078"",""challenge_id"":""""}"
9dfabbf5-17ed-465e-bb96-a49e085a068a,2026-05-25T13:23:19.510Z,matching,matching-20260525132130455-5f995a,sound,ko-0055,1,2582,26,250,276,sound,korean,"{""selected_id"":""ko-0055"",""board_id"":""9096ed40-ba06-457b-9113-19abf12353c7"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
00d80796-8532-4b77-93c5-9a203ed9dede,2026-05-25T13:23:23.951Z,matching,matching-20260525132130455-5f995a,sound,ko-0452,1,4056,20,230,250,sound,korean,"{""selected_id"":""ko-0452"",""board_id"":""9096ed40-ba06-457b-9113-19abf12353c7"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
738d1a09-744a-4bc9-8161-0ec70bca93a9,2026-05-25T13:23:27.406Z,matching,matching-20260525132130455-5f995a,sound,ko-0120,1,2592,26,250,276,sound,korean,"{""selected_id"":""ko-0120"",""board_id"":""9096ed40-ba06-457b-9113-19abf12353c7"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
7a34dc00-9c4c-42eb-a009-5482ddaba61d,2026-05-25T13:23:33.460Z,matching,matching-20260525132130455-5f995a,sound,ko-0490,1,5681,14,196,210,sound,korean,"{""selected_id"":""ko-0490"",""board_id"":""738b1b77-a015-4b51-93f5-14ee2a0dabb6"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
7689b9ce-4400-474a-8f88-f8019e9e8fc1,2026-05-25T13:23:36.141Z,matching,matching-20260525132130455-5f995a,sound,ko-0320,1,2109,28,230,258,sound,korean,"{""selected_id"":""ko-0320"",""board_id"":""738b1b77-a015-4b51-93f5-14ee2a0dabb6"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
bddd7b57-a57b-4e99-a1ad-d99506b2bf11,2026-05-25T13:23:39.497Z,matching,matching-20260525132130455-5f995a,sound,ko-0106,0,2939,-20,250,230,sound,korean,"{""selected_id"":""ko-0188"",""board_id"":""738b1b77-a015-4b51-93f5-14ee2a0dabb6"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
d1230022-3299-4be3-a6d1-72eb16fd6f9c,2026-05-25T13:23:42.446Z,matching,matching-20260525132130455-5f995a,sound,ko-0106,1,1787,29,230,259,sound,korean,"{""selected_id"":""ko-0106"",""board_id"":""738b1b77-a015-4b51-93f5-14ee2a0dabb6"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
58afdcd1-9d65-4a22-9d25-cfce6b96691f,2026-05-25T13:23:46.469Z,matching,matching-20260525132130455-5f995a,sound,ko-0438,1,1,34,230,264,sound,korean,"{""selected_id"":""ko-0438"",""board_id"":""a4a4a6e8-617f-479a-9cb6-d2d1578f00be"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
ab08cea9-2f15-4181-aa2c-35cd75806c4a,2026-05-25T13:23:49.361Z,matching,matching-20260525132130455-5f995a,sound,ko-0291,0,2533,-20,250,230,sound,korean,"{""selected_id"":""ko-0113"",""board_id"":""a4a4a6e8-617f-479a-9cb6-d2d1578f00be"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
e465206d-635a-432d-adba-3afe50adba59,2026-05-25T13:23:53.814Z,matching,matching-20260525132130455-5f995a,sound,ko-0291,1,3541,22,230,252,sound,korean,"{""selected_id"":""ko-0291"",""board_id"":""a4a4a6e8-617f-479a-9cb6-d2d1578f00be"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
bcd20b3e-971a-422d-8648-618d95a97bfd,2026-05-25T13:23:56.482Z,matching,matching-20260525132130455-5f995a,sound,ko-0136,1,2140,27,250,277,sound,korean,"{""selected_id"":""ko-0136"",""board_id"":""a4a4a6e8-617f-479a-9cb6-d2d1578f00be"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
481c7f93-2189-46ef-829e-8f1f7eef1fc1,2026-05-25T13:23:59.513Z,matching,matching-20260525132130455-5f995a,sound,ko-0188,1,2351,27,280,307,sound,korean,"{""selected_id"":""ko-0188"",""board_id"":""24dcab40-b3be-4a43-aaee-a272b02192d7"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
ee186c50-3b83-4bc3-b4dc-bc9fad59063d,2026-05-25T13:24:01.848Z,matching,matching-20260525132130455-5f995a,normal,ko-0164,1,1623,29,250,279,korean,english,"{""selected_id"":""ko-0164"",""board_id"":""24dcab40-b3be-4a43-aaee-a272b02192d7"",""challenge_id"":""""}"
bed1eb9e-c80e-4b88-b83b-593aa2e0de44,2026-05-25T13:24:04.560Z,matching,matching-20260525132130455-5f995a,normal,ko-0378,1,2434,26,250,276,korean,english,"{""selected_id"":""ko-0378"",""board_id"":""24dcab40-b3be-4a43-aaee-a272b02192d7"",""challenge_id"":""""}"
c5992747-8a61-4cc2-930d-348ee3e08067,2026-05-25T13:24:07.297Z,matching,matching-20260525132130455-5f995a,normal,ko-0113,1,2017,28,250,278,korean,english,"{""selected_id"":""ko-0113"",""board_id"":""8a07f958-a053-413d-a6eb-ea33076b0948"",""challenge_id"":""""}"
fb646811-2b82-4976-a96d-78f4aef15f08,2026-05-25T13:24:10.019Z,matching,matching-20260525132130455-5f995a,normal,ko-0341,1,2407,26,250,276,korean,english,"{""selected_id"":""ko-0341"",""board_id"":""8a07f958-a053-413d-a6eb-ea33076b0948"",""challenge_id"":""""}"
fd773b9d-1c1a-4052-821c-a9b5325ad43a,2026-05-25T13:24:13.112Z,matching,matching-20260525132130455-5f995a,normal,ko-0080,1,1,34,250,284,korean,english,"{""selected_id"":""ko-0080"",""board_id"":""8a07f958-a053-413d-a6eb-ea33076b0948"",""challenge_id"":""""}"
45f1769f-4f0b-4fba-8abd-db6eda6d14d3,2026-05-25T13:24:22.360Z,matching,matching-20260525132130455-5f995a,normal,ko-0489,0,8808,-20,250,230,korean,english,"{""selected_id"":""ko-0445"",""board_id"":""3b7eae22-b5c6-4b84-8af3-0b8081d82c8e"",""challenge_id"":""""}"
e0ee932d-af5b-4bee-8c0c-cb5b7e19d3da,2026-05-25T13:24:27.339Z,matching,matching-20260525132130455-5f995a,sound,ko-0072,1,3285,23,250,273,sound,korean,"{""selected_id"":""ko-0072"",""board_id"":""3b7eae22-b5c6-4b84-8af3-0b8081d82c8e"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
c6d5e201-c8ed-4cb8-a97e-76187e88790b,2026-05-25T13:24:31.052Z,matching,matching-20260525132130455-5f995a,sound,ko-0269,1,3359,23,250,273,sound,korean,"{""selected_id"":""ko-0269"",""board_id"":""3b7eae22-b5c6-4b84-8af3-0b8081d82c8e"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
d34c4c55-9de3-4f8b-96e3-ac49f373488c,2026-05-25T13:24:35.090Z,matching,matching-20260525132130455-5f995a,sound,ko-0402,1,3428,23,250,273,sound,korean,"{""selected_id"":""ko-0402"",""board_id"":""3b7eae22-b5c6-4b84-8af3-0b8081d82c8e"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
61931f1e-1844-402b-a54e-4f7dd9f3d8bf,2026-05-25T13:24:41.674Z,matching,matching-20260525132130455-5f995a,sound,ko-0499,1,5986,13,250,263,sound,korean,"{""selected_id"":""ko-0499"",""board_id"":""ec149496-8ce0-4157-9579-aee90037afe1"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
8248de0d-d054-46db-826d-b584edbd633f,2026-05-25T13:24:46.248Z,matching,matching-20260525132130455-5f995a,sound,ko-0445,1,3946,21,250,271,sound,korean,"{""selected_id"":""ko-0445"",""board_id"":""ec149496-8ce0-4157-9579-aee90037afe1"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
9864f5a6-5794-4608-9c29-169190202501,2026-05-25T13:24:48.834Z,matching,matching-20260525132130455-5f995a,sound,ko-0267,1,2194,27,250,277,sound,korean,"{""selected_id"":""ko-0267"",""board_id"":""ec149496-8ce0-4157-9579-aee90037afe1"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
c10752a7-fce1-4ee2-b22c-04b9efc87455,2026-05-25T13:24:51.284Z,matching,matching-20260525132130455-5f995a,sound,ko-0008,1,2,34,250,284,sound,korean,"{""selected_id"":""ko-0008"",""board_id"":""10b8e7b2-5df4-4424-b7ac-ad70a551d32a"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
3ff24b6a-856a-441d-9feb-1e881c9847c2,2026-05-25T13:24:58.435Z,matching,matching-20260525132130455-5f995a,sound,ko-0489,1,6832,10,230,240,sound,korean,"{""selected_id"":""ko-0489"",""board_id"":""10b8e7b2-5df4-4424-b7ac-ad70a551d32a"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
1ae4f7b7-cddf-49f3-b3dd-d9aa555b624c,2026-05-25T13:25:04.285Z,matching,matching-20260525132130455-5f995a,sound,ko-0463,1,5068,17,250,267,sound,korean,"{""selected_id"":""ko-0463"",""board_id"":""10b8e7b2-5df4-4424-b7ac-ad70a551d32a"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
6ff890b7-c924-4d2e-b078-b9604fa0e26f,2026-05-25T13:25:07.366Z,matching,matching-20260525132130455-5f995a,sound,ko-0133,1,2365,27,250,277,sound,korean,"{""selected_id"":""ko-0133"",""board_id"":""2afceba0-4058-48e7-b93a-8c7fcaf368c8"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
3f0fb1d9-eacd-42cd-a645-535aa2a82f1a,2026-05-25T13:25:25.796Z,matching,matching-20260525132130455-5f995a,sound,ko-0459,1,17779,6,250,256,sound,korean,"{""selected_id"":""ko-0459"",""board_id"":""2afceba0-4058-48e7-b93a-8c7fcaf368c8"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
06873992-c912-4f11-96b9-e74bff009a3e,2026-05-25T13:25:29.562Z,matching,matching-20260525132130455-5f995a,normal,ko-0019,1,3473,23,250,273,korean,english,"{""selected_id"":""ko-0019"",""board_id"":""2afceba0-4058-48e7-b93a-8c7fcaf368c8"",""challenge_id"":""""}"
1505e039-8a16-467d-a27c-6fadf642c890,2026-05-25T13:25:33.417Z,matching,matching-20260525132130455-5f995a,normal,ko-0279,1,3195,24,250,274,korean,english,"{""selected_id"":""ko-0279"",""board_id"":""2fb3a05c-e2a9-4d5c-8af5-3fbee48d5704"",""challenge_id"":""""}"
8e6072e9-9a61-4e4e-8a08-1bad4a18b6b8,2026-05-25T13:25:35.820Z,matching,matching-20260525132130455-5f995a,normal,ko-0250,1,1829,29,250,279,korean,english,"{""selected_id"":""ko-0250"",""board_id"":""2fb3a05c-e2a9-4d5c-8af5-3fbee48d5704"",""challenge_id"":""""}"
df374bc1-310a-4491-8c2e-382a4f3bc07d,2026-05-25T13:25:38.160Z,matching,matching-20260525132130455-5f995a,normal,ko-0170,1,1,34,250,284,korean,english,"{""selected_id"":""ko-0170"",""board_id"":""2fb3a05c-e2a9-4d5c-8af5-3fbee48d5704"",""challenge_id"":""""}"
6bb7eb87-6c61-4365-be02-c2d6560a96ee,2026-05-25T13:25:44.904Z,matching,matching-20260525132130455-5f995a,normal,ko-0343,1,6174,13,250,263,korean,english,"{""selected_id"":""ko-0343"",""board_id"":""9640a122-840a-4a2a-8322-5d72d59d4cef"",""challenge_id"":""""}"
3c353259-8924-49b1-a967-231c1dab0f3b,2026-05-25T13:25:50.058Z,matching,matching-20260525132130455-5f995a,normal,ko-0422,1,4591,18,250,268,korean,english,"{""selected_id"":""ko-0422"",""board_id"":""9640a122-840a-4a2a-8322-5d72d59d4cef"",""challenge_id"":""""}"
91166bd0-0070-400c-b6ce-fdc7803df05e,2026-05-25T13:25:53.384Z,matching,matching-20260525132130455-5f995a,normal,ko-0138,1,2669,26,250,276,korean,english,"{""selected_id"":""ko-0138"",""board_id"":""9640a122-840a-4a2a-8322-5d72d59d4cef"",""challenge_id"":""""}"
ab5d1cc5-6a23-4eae-94d9-313769ecfdb4,2026-05-25T13:25:58.149Z,matching,matching-20260525132130455-5f995a,sound,ko-0034,1,3871,21,250,271,sound,korean,"{""selected_id"":""ko-0034"",""board_id"":""e13938c0-d6d7-44fc-a453-a9888e676348"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
e0c87bb5-b1f7-40be-a350-02c0dd9539d6,2026-05-25T13:26:00.447Z,matching,matching-20260525132130455-5f995a,sound,ko-0072,1,1985,28,273,301,sound,korean,"{""selected_id"":""ko-0072"",""board_id"":""e13938c0-d6d7-44fc-a453-a9888e676348"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
e0dfd5e7-32ee-4e4d-ac69-9caf2a103b8b,2026-05-25T13:26:02.875Z,matching,matching-20260525132130455-5f995a,sound,ko-0207,1,2104,28,250,278,sound,korean,"{""selected_id"":""ko-0207"",""board_id"":""e13938c0-d6d7-44fc-a453-a9888e676348"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
4321eb51-0168-43ed-a870-2479625dfc7e,2026-05-25T13:26:06.294Z,matching,matching-20260525132130455-5f995a,sound,ko-0187,1,2837,25,250,275,sound,korean,"{""selected_id"":""ko-0187"",""board_id"":""b9166854-b811-4761-8822-9cd11c463a58"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
44bc2d22-705f-49c0-bf2f-559581531d21,2026-05-25T13:26:10.819Z,matching,matching-20260525132130455-5f995a,sound,ko-0247,0,1,-20,250,230,sound,korean,"{""selected_id"":""ko-0114"",""board_id"":""b9166854-b811-4761-8822-9cd11c463a58"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
c21fc974-daa8-4df2-b842-b8567d24fa58,2026-05-25T13:26:12.809Z,matching,matching-20260525132130455-5f995a,sound,ko-0247,1,1,34,230,264,sound,korean,"{""selected_id"":""ko-0247"",""board_id"":""b9166854-b811-4761-8822-9cd11c463a58"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
b570409f-8b0d-49ef-9b19-fba9e8432318,2026-05-25T13:26:15.976Z,matching,matching-20260525132130455-5f995a,sound,ko-0451,1,2633,26,250,276,sound,korean,"{""selected_id"":""ko-0451"",""board_id"":""b9166854-b811-4761-8822-9cd11c463a58"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
49b05f1c-8fa7-4d0e-b50a-4abce54c6e4a,2026-05-25T13:26:19.188Z,matching,matching-20260525132130455-5f995a,sound,ko-0498,1,2887,25,250,275,sound,korean,"{""selected_id"":""ko-0498"",""board_id"":""584ba198-fc3f-44e9-af5d-fca47232ec7c"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
de9b9e51-345c-4031-a847-1409ea6147bd,2026-05-25T13:26:22.341Z,matching,matching-20260525132130455-5f995a,sound,ko-0114,1,2601,26,250,276,sound,korean,"{""selected_id"":""ko-0114"",""board_id"":""584ba198-fc3f-44e9-af5d-fca47232ec7c"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
b74fe46a-ea22-4f21-a002-57fbd89899e1,2026-05-25T13:26:26.242Z,matching,matching-20260525132130455-5f995a,sound,ko-0039,1,3401,23,284,307,sound,korean,"{""selected_id"":""ko-0039"",""board_id"":""584ba198-fc3f-44e9-af5d-fca47232ec7c"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
cb8cc218-701e-47c2-a878-79c4c6c7b348,2026-05-25T13:26:29.769Z,matching,matching-20260525132130455-5f995a,sound,ko-0189,1,2779,25,250,275,sound,korean,"{""selected_id"":""ko-0189"",""board_id"":""54259d7b-5da6-4d9a-aa47-3edef3d1bf24"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
11ce143c-39ce-4ffb-adcc-93d909cb5f8e,2026-05-25T13:26:33.618Z,matching,matching-20260525132130455-5f995a,sound,ko-0038,1,3346,23,250,273,sound,korean,"{""selected_id"":""ko-0038"",""board_id"":""54259d7b-5da6-4d9a-aa47-3edef3d1bf24"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
c4b7abb7-96aa-468b-a971-3acb54c87997,2026-05-25T13:26:42.455Z,matching,matching-20260525132130455-5f995a,normal,ko-0308,1,7870,6,250,256,korean,english,"{""selected_id"":""ko-0308"",""board_id"":""54259d7b-5da6-4d9a-aa47-3edef3d1bf24"",""challenge_id"":""""}"
3470323c-0193-4a26-a0a0-1fa6c6e29a99,2026-05-25T13:26:47.940Z,matching,matching-20260525132130455-5f995a,normal,ko-0235,1,1,34,250,284,korean,english,"{""selected_id"":""ko-0235"",""board_id"":""598309d5-9d7d-47c5-a6ec-3ace9ae0cd9f"",""challenge_id"":""""}"
f9daad05-c245-419b-95c4-bac35fd64aba,2026-05-25T13:26:56.388Z,matching,matching-20260525132130455-5f995a,normal,ko-0423,1,7863,7,250,257,korean,english,"{""selected_id"":""ko-0423"",""board_id"":""598309d5-9d7d-47c5-a6ec-3ace9ae0cd9f"",""challenge_id"":""""}"
aba28c26-f6a7-4877-99c6-30caaeafb09b,2026-05-25T13:27:00.604Z,matching,matching-20260525132130455-5f995a,normal,ko-0051,1,3572,22,250,272,korean,english,"{""selected_id"":""ko-0051"",""board_id"":""598309d5-9d7d-47c5-a6ec-3ace9ae0cd9f"",""challenge_id"":""""}"
6a939f7d-0f4c-4253-9c24-9151dd27fd06,2026-05-25T13:27:24.894Z,matching,matching-20260525132130455-5f995a,normal,ko-0417,0,23698,-20,250,230,korean,english,"{""selected_id"":""ko-0100"",""board_id"":""58c336e0-7351-4f5d-b12e-2bd812a65169"",""challenge_id"":""""}"
b0e4fd4e-bef2-48ca-b93f-0d7d6e3cb3d3,2026-05-25T13:27:29.651Z,matching,matching-20260525132130455-5f995a,normal,ko-0100,1,2205,27,250,277,korean,english,"{""selected_id"":""ko-0100"",""board_id"":""58c336e0-7351-4f5d-b12e-2bd812a65169"",""challenge_id"":""""}"
