event_id,created_at,game_id,session_id,id,result,response_ms,prompt_language,answer_language,metadata_json
a022e53e-e6ab-49b5-a717-c385eaf50144,2026-05-25T13:23:06.223Z,matching,matching-20260525132130455-5f995a,ko-0438,wrong,1,korean,group,"{""selected_id"":""ko-0452"",""board_id"":""ae62d2e0-adee-4c88-aa23-7d62e149c078"",""challenge_id"":""""}"
bbdc3fb6-b3c2-4123-a4cb-b68fe4941b27,2026-05-25T13:23:15.148Z,matching,matching-20260525132130455-5f995a,ko-0319,correct,7720,korean,english,"{""selected_id"":""ko-0319"",""board_id"":""ae62d2e0-adee-4c88-aa23-7d62e149c078"",""challenge_id"":""""}"
9dfabbf5-17ed-465e-bb96-a49e085a068a,2026-05-25T13:23:19.510Z,matching,matching-20260525132130455-5f995a,ko-0055,correct,2582,sound,korean,"{""selected_id"":""ko-0055"",""board_id"":""9096ed40-ba06-457b-9113-19abf12353c7"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
00d80796-8532-4b77-93c5-9a203ed9dede,2026-05-25T13:23:23.951Z,matching,matching-20260525132130455-5f995a,ko-0452,correct,4056,sound,korean,"{""selected_id"":""ko-0452"",""board_id"":""9096ed40-ba06-457b-9113-19abf12353c7"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
738d1a09-744a-4bc9-8161-0ec70bca93a9,2026-05-25T13:23:27.406Z,matching,matching-20260525132130455-5f995a,ko-0120,correct,2592,sound,korean,"{""selected_id"":""ko-0120"",""board_id"":""9096ed40-ba06-457b-9113-19abf12353c7"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
7a34dc00-9c4c-42eb-a009-5482ddaba61d,2026-05-25T13:23:33.460Z,matching,matching-20260525132130455-5f995a,ko-0490,correct,5681,sound,korean,"{""selected_id"":""ko-0490"",""board_id"":""738b1b77-a015-4b51-93f5-14ee2a0dabb6"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
7689b9ce-4400-474a-8f88-f8019e9e8fc1,2026-05-25T13:23:36.141Z,matching,matching-20260525132130455-5f995a,ko-0320,correct,2109,sound,korean,"{""selected_id"":""ko-0320"",""board_id"":""738b1b77-a015-4b51-93f5-14ee2a0dabb6"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
bddd7b57-a57b-4e99-a1ad-d99506b2bf11,2026-05-25T13:23:39.497Z,matching,matching-20260525132130455-5f995a,ko-0106,wrong,2939,sound,korean,"{""selected_id"":""ko-0188"",""board_id"":""738b1b77-a015-4b51-93f5-14ee2a0dabb6"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
d1230022-3299-4be3-a6d1-72eb16fd6f9c,2026-05-25T13:23:42.446Z,matching,matching-20260525132130455-5f995a,ko-0106,correct,1787,sound,korean,"{""selected_id"":""ko-0106"",""board_id"":""738b1b77-a015-4b51-93f5-14ee2a0dabb6"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
58afdcd1-9d65-4a22-9d25-cfce6b96691f,2026-05-25T13:23:46.469Z,matching,matching-20260525132130455-5f995a,ko-0438,correct,1,sound,korean,"{""selected_id"":""ko-0438"",""board_id"":""a4a4a6e8-617f-479a-9cb6-d2d1578f00be"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
ab08cea9-2f15-4181-aa2c-35cd75806c4a,2026-05-25T13:23:49.361Z,matching,matching-20260525132130455-5f995a,ko-0291,wrong,2533,sound,korean,"{""selected_id"":""ko-0113"",""board_id"":""a4a4a6e8-617f-479a-9cb6-d2d1578f00be"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
e465206d-635a-432d-adba-3afe50adba59,2026-05-25T13:23:53.814Z,matching,matching-20260525132130455-5f995a,ko-0291,correct,3541,sound,korean,"{""selected_id"":""ko-0291"",""board_id"":""a4a4a6e8-617f-479a-9cb6-d2d1578f00be"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
bcd20b3e-971a-422d-8648-618d95a97bfd,2026-05-25T13:23:56.482Z,matching,matching-20260525132130455-5f995a,ko-0136,correct,2140,sound,korean,"{""selected_id"":""ko-0136"",""board_id"":""a4a4a6e8-617f-479a-9cb6-d2d1578f00be"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
481c7f93-2189-46ef-829e-8f1f7eef1fc1,2026-05-25T13:23:59.513Z,matching,matching-20260525132130455-5f995a,ko-0188,correct,2351,sound,korean,"{""selected_id"":""ko-0188"",""board_id"":""24dcab40-b3be-4a43-aaee-a272b02192d7"",""challenge_id"":""63c6c55e-bb80-407c-8d92-5c0afdaf5fba""}"
ee186c50-3b83-4bc3-b4dc-bc9fad59063d,2026-05-25T13:24:01.848Z,matching,matching-20260525132130455-5f995a,ko-0164,correct,1623,korean,english,"{""selected_id"":""ko-0164"",""board_id"":""24dcab40-b3be-4a43-aaee-a272b02192d7"",""challenge_id"":""""}"
bed1eb9e-c80e-4b88-b83b-593aa2e0de44,2026-05-25T13:24:04.560Z,matching,matching-20260525132130455-5f995a,ko-0378,correct,2434,korean,english,"{""selected_id"":""ko-0378"",""board_id"":""24dcab40-b3be-4a43-aaee-a272b02192d7"",""challenge_id"":""""}"
c5992747-8a61-4cc2-930d-348ee3e08067,2026-05-25T13:24:07.297Z,matching,matching-20260525132130455-5f995a,ko-0113,correct,2017,korean,english,"{""selected_id"":""ko-0113"",""board_id"":""8a07f958-a053-413d-a6eb-ea33076b0948"",""challenge_id"":""""}"
fb646811-2b82-4976-a96d-78f4aef15f08,2026-05-25T13:24:10.019Z,matching,matching-20260525132130455-5f995a,ko-0341,correct,2407,korean,english,"{""selected_id"":""ko-0341"",""board_id"":""8a07f958-a053-413d-a6eb-ea33076b0948"",""challenge_id"":""""}"
fd773b9d-1c1a-4052-821c-a9b5325ad43a,2026-05-25T13:24:13.112Z,matching,matching-20260525132130455-5f995a,ko-0080,correct,1,korean,english,"{""selected_id"":""ko-0080"",""board_id"":""8a07f958-a053-413d-a6eb-ea33076b0948"",""challenge_id"":""""}"
45f1769f-4f0b-4fba-8abd-db6eda6d14d3,2026-05-25T13:24:22.360Z,matching,matching-20260525132130455-5f995a,ko-0489,wrong,8808,korean,english,"{""selected_id"":""ko-0445"",""board_id"":""3b7eae22-b5c6-4b84-8af3-0b8081d82c8e"",""challenge_id"":""""}"
e0ee932d-af5b-4bee-8c0c-cb5b7e19d3da,2026-05-25T13:24:27.339Z,matching,matching-20260525132130455-5f995a,ko-0072,correct,3285,sound,korean,"{""selected_id"":""ko-0072"",""board_id"":""3b7eae22-b5c6-4b84-8af3-0b8081d82c8e"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
c6d5e201-c8ed-4cb8-a97e-76187e88790b,2026-05-25T13:24:31.052Z,matching,matching-20260525132130455-5f995a,ko-0269,correct,3359,sound,korean,"{""selected_id"":""ko-0269"",""board_id"":""3b7eae22-b5c6-4b84-8af3-0b8081d82c8e"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
d34c4c55-9de3-4f8b-96e3-ac49f373488c,2026-05-25T13:24:35.090Z,matching,matching-20260525132130455-5f995a,ko-0402,correct,3428,sound,korean,"{""selected_id"":""ko-0402"",""board_id"":""3b7eae22-b5c6-4b84-8af3-0b8081d82c8e"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
61931f1e-1844-402b-a54e-4f7dd9f3d8bf,2026-05-25T13:24:41.674Z,matching,matching-20260525132130455-5f995a,ko-0499,correct,5986,sound,korean,"{""selected_id"":""ko-0499"",""board_id"":""ec149496-8ce0-4157-9579-aee90037afe1"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
8248de0d-d054-46db-826d-b584edbd633f,2026-05-25T13:24:46.248Z,matching,matching-20260525132130455-5f995a,ko-0445,correct,3946,sound,korean,"{""selected_id"":""ko-0445"",""board_id"":""ec149496-8ce0-4157-9579-aee90037afe1"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
9864f5a6-5794-4608-9c29-169190202501,2026-05-25T13:24:48.834Z,matching,matching-20260525132130455-5f995a,ko-0267,correct,2194,sound,korean,"{""selected_id"":""ko-0267"",""board_id"":""ec149496-8ce0-4157-9579-aee90037afe1"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
c10752a7-fce1-4ee2-b22c-04b9efc87455,2026-05-25T13:24:51.284Z,matching,matching-20260525132130455-5f995a,ko-0008,correct,2,sound,korean,"{""selected_id"":""ko-0008"",""board_id"":""10b8e7b2-5df4-4424-b7ac-ad70a551d32a"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
3ff24b6a-856a-441d-9feb-1e881c9847c2,2026-05-25T13:24:58.435Z,matching,matching-20260525132130455-5f995a,ko-0489,correct,6832,sound,korean,"{""selected_id"":""ko-0489"",""board_id"":""10b8e7b2-5df4-4424-b7ac-ad70a551d32a"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
1ae4f7b7-cddf-49f3-b3dd-d9aa555b624c,2026-05-25T13:25:04.285Z,matching,matching-20260525132130455-5f995a,ko-0463,correct,5068,sound,korean,"{""selected_id"":""ko-0463"",""board_id"":""10b8e7b2-5df4-4424-b7ac-ad70a551d32a"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
6ff890b7-c924-4d2e-b078-b9604fa0e26f,2026-05-25T13:25:07.366Z,matching,matching-20260525132130455-5f995a,ko-0133,correct,2365,sound,korean,"{""selected_id"":""ko-0133"",""board_id"":""2afceba0-4058-48e7-b93a-8c7fcaf368c8"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
3f0fb1d9-eacd-42cd-a645-535aa2a82f1a,2026-05-25T13:25:25.796Z,matching,matching-20260525132130455-5f995a,ko-0459,correct,17779,sound,korean,"{""selected_id"":""ko-0459"",""board_id"":""2afceba0-4058-48e7-b93a-8c7fcaf368c8"",""challenge_id"":""a8f70e3c-c50e-424a-b32b-7b68547aad3f""}"
06873992-c912-4f11-96b9-e74bff009a3e,2026-05-25T13:25:29.562Z,matching,matching-20260525132130455-5f995a,ko-0019,correct,3473,korean,english,"{""selected_id"":""ko-0019"",""board_id"":""2afceba0-4058-48e7-b93a-8c7fcaf368c8"",""challenge_id"":""""}"
1505e039-8a16-467d-a27c-6fadf642c890,2026-05-25T13:25:33.417Z,matching,matching-20260525132130455-5f995a,ko-0279,correct,3195,korean,english,"{""selected_id"":""ko-0279"",""board_id"":""2fb3a05c-e2a9-4d5c-8af5-3fbee48d5704"",""challenge_id"":""""}"
8e6072e9-9a61-4e4e-8a08-1bad4a18b6b8,2026-05-25T13:25:35.820Z,matching,matching-20260525132130455-5f995a,ko-0250,correct,1829,korean,english,"{""selected_id"":""ko-0250"",""board_id"":""2fb3a05c-e2a9-4d5c-8af5-3fbee48d5704"",""challenge_id"":""""}"
df374bc1-310a-4491-8c2e-382a4f3bc07d,2026-05-25T13:25:38.160Z,matching,matching-20260525132130455-5f995a,ko-0170,correct,1,korean,english,"{""selected_id"":""ko-0170"",""board_id"":""2fb3a05c-e2a9-4d5c-8af5-3fbee48d5704"",""challenge_id"":""""}"
6bb7eb87-6c61-4365-be02-c2d6560a96ee,2026-05-25T13:25:44.904Z,matching,matching-20260525132130455-5f995a,ko-0343,correct,6174,korean,english,"{""selected_id"":""ko-0343"",""board_id"":""9640a122-840a-4a2a-8322-5d72d59d4cef"",""challenge_id"":""""}"
3c353259-8924-49b1-a967-231c1dab0f3b,2026-05-25T13:25:50.058Z,matching,matching-20260525132130455-5f995a,ko-0422,correct,4591,korean,english,"{""selected_id"":""ko-0422"",""board_id"":""9640a122-840a-4a2a-8322-5d72d59d4cef"",""challenge_id"":""""}"
91166bd0-0070-400c-b6ce-fdc7803df05e,2026-05-25T13:25:53.384Z,matching,matching-20260525132130455-5f995a,ko-0138,correct,2669,korean,english,"{""selected_id"":""ko-0138"",""board_id"":""9640a122-840a-4a2a-8322-5d72d59d4cef"",""challenge_id"":""""}"
ab5d1cc5-6a23-4eae-94d9-313769ecfdb4,2026-05-25T13:25:58.149Z,matching,matching-20260525132130455-5f995a,ko-0034,correct,3871,sound,korean,"{""selected_id"":""ko-0034"",""board_id"":""e13938c0-d6d7-44fc-a453-a9888e676348"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
e0c87bb5-b1f7-40be-a350-02c0dd9539d6,2026-05-25T13:26:00.447Z,matching,matching-20260525132130455-5f995a,ko-0072,correct,1985,sound,korean,"{""selected_id"":""ko-0072"",""board_id"":""e13938c0-d6d7-44fc-a453-a9888e676348"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
e0dfd5e7-32ee-4e4d-ac69-9caf2a103b8b,2026-05-25T13:26:02.875Z,matching,matching-20260525132130455-5f995a,ko-0207,correct,2104,sound,korean,"{""selected_id"":""ko-0207"",""board_id"":""e13938c0-d6d7-44fc-a453-a9888e676348"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
4321eb51-0168-43ed-a870-2479625dfc7e,2026-05-25T13:26:06.294Z,matching,matching-20260525132130455-5f995a,ko-0187,correct,2837,sound,korean,"{""selected_id"":""ko-0187"",""board_id"":""b9166854-b811-4761-8822-9cd11c463a58"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
44bc2d22-705f-49c0-bf2f-559581531d21,2026-05-25T13:26:10.819Z,matching,matching-20260525132130455-5f995a,ko-0247,wrong,1,sound,korean,"{""selected_id"":""ko-0114"",""board_id"":""b9166854-b811-4761-8822-9cd11c463a58"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
c21fc974-daa8-4df2-b842-b8567d24fa58,2026-05-25T13:26:12.809Z,matching,matching-20260525132130455-5f995a,ko-0247,correct,1,sound,korean,"{""selected_id"":""ko-0247"",""board_id"":""b9166854-b811-4761-8822-9cd11c463a58"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
b570409f-8b0d-49ef-9b19-fba9e8432318,2026-05-25T13:26:15.976Z,matching,matching-20260525132130455-5f995a,ko-0451,correct,2633,sound,korean,"{""selected_id"":""ko-0451"",""board_id"":""b9166854-b811-4761-8822-9cd11c463a58"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
49b05f1c-8fa7-4d0e-b50a-4abce54c6e4a,2026-05-25T13:26:19.188Z,matching,matching-20260525132130455-5f995a,ko-0498,correct,2887,sound,korean,"{""selected_id"":""ko-0498"",""board_id"":""584ba198-fc3f-44e9-af5d-fca47232ec7c"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
de9b9e51-345c-4031-a847-1409ea6147bd,2026-05-25T13:26:22.341Z,matching,matching-20260525132130455-5f995a,ko-0114,correct,2601,sound,korean,"{""selected_id"":""ko-0114"",""board_id"":""584ba198-fc3f-44e9-af5d-fca47232ec7c"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
b74fe46a-ea22-4f21-a002-57fbd89899e1,2026-05-25T13:26:26.242Z,matching,matching-20260525132130455-5f995a,ko-0039,correct,3401,sound,korean,"{""selected_id"":""ko-0039"",""board_id"":""584ba198-fc3f-44e9-af5d-fca47232ec7c"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
cb8cc218-701e-47c2-a878-79c4c6c7b348,2026-05-25T13:26:29.769Z,matching,matching-20260525132130455-5f995a,ko-0189,correct,2779,sound,korean,"{""selected_id"":""ko-0189"",""board_id"":""54259d7b-5da6-4d9a-aa47-3edef3d1bf24"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
11ce143c-39ce-4ffb-adcc-93d909cb5f8e,2026-05-25T13:26:33.618Z,matching,matching-20260525132130455-5f995a,ko-0038,correct,3346,sound,korean,"{""selected_id"":""ko-0038"",""board_id"":""54259d7b-5da6-4d9a-aa47-3edef3d1bf24"",""challenge_id"":""cfd7c683-edd4-4736-be9a-c6f07336d22c""}"
c4b7abb7-96aa-468b-a971-3acb54c87997,2026-05-25T13:26:42.455Z,matching,matching-20260525132130455-5f995a,ko-0308,correct,7870,korean,english,"{""selected_id"":""ko-0308"",""board_id"":""54259d7b-5da6-4d9a-aa47-3edef3d1bf24"",""challenge_id"":""""}"
3470323c-0193-4a26-a0a0-1fa6c6e29a99,2026-05-25T13:26:47.940Z,matching,matching-20260525132130455-5f995a,ko-0235,correct,1,korean,english,"{""selected_id"":""ko-0235"",""board_id"":""598309d5-9d7d-47c5-a6ec-3ace9ae0cd9f"",""challenge_id"":""""}"
f9daad05-c245-419b-95c4-bac35fd64aba,2026-05-25T13:26:56.388Z,matching,matching-20260525132130455-5f995a,ko-0423,correct,7863,korean,english,"{""selected_id"":""ko-0423"",""board_id"":""598309d5-9d7d-47c5-a6ec-3ace9ae0cd9f"",""challenge_id"":""""}"
aba28c26-f6a7-4877-99c6-30caaeafb09b,2026-05-25T13:27:00.604Z,matching,matching-20260525132130455-5f995a,ko-0051,correct,3572,korean,english,"{""selected_id"":""ko-0051"",""board_id"":""598309d5-9d7d-47c5-a6ec-3ace9ae0cd9f"",""challenge_id"":""""}"
6a939f7d-0f4c-4253-9c24-9151dd27fd06,2026-05-25T13:27:24.894Z,matching,matching-20260525132130455-5f995a,ko-0417,wrong,23698,korean,english,"{""selected_id"":""ko-0100"",""board_id"":""58c336e0-7351-4f5d-b12e-2bd812a65169"",""challenge_id"":""""}"
b0e4fd4e-bef2-48ca-b93f-0d7d6e3cb3d3,2026-05-25T13:27:29.651Z,matching,matching-20260525132130455-5f995a,ko-0100,correct,2205,korean,english,"{""selected_id"":""ko-0100"",""board_id"":""58c336e0-7351-4f5d-b12e-2bd812a65169"",""challenge_id"":""""}"
b1ea22db-700a-4bc9-bd1c-1627a2f290b3,2026-05-25T13:27:31.359Z,matching,matching-20260525132130455-5f995a,ko-0427,correct,1338,korean,english,"{""selected_id"":""ko-0427"",""board_id"":""58c336e0-7351-4f5d-b12e-2bd812a65169"",""challenge_id"":""""}"
faceb073-81e5-4997-ae70-21da3c2f2792,2026-05-25T13:27:35.158Z,matching,matching-20260525132130455-5f995a,ko-0055,correct,2807,korean,english,"{""selected_id"":""ko-0055"",""board_id"":""58c336e0-7351-4f5d-b12e-2bd812a65169"",""challenge_id"":""""}"
c44ef0b6-a382-4e22-94dc-2fb7c844dfba,2026-05-25T13:27:37.985Z,matching,matching-20260525132130455-5f995a,ko-0010,correct,2220,korean,english,"{""selected_id"":""ko-0010"",""board_id"":""ea39dd0b-c20c-4d5d-9aaf-0385ac0cea61"",""challenge_id"":""""}"
5d181c6d-b153-4804-8e69-eb0f65b61358,2026-05-25T13:27:41.850Z,matching,matching-20260525132130455-5f995a,ko-0273,correct,1,korean,english,"{""selected_id"":""ko-0273"",""board_id"":""ea39dd0b-c20c-4d5d-9aaf-0385ac0cea61"",""challenge_id"":""""}"
748d198e-ceaa-42e8-8b3d-b5de50ba187f,2026-05-25T13:27:45.180Z,matching,matching-20260525132130455-5f995a,ko-0364,correct,2933,korean,english,"{""selected_id"":""ko-0364"",""board_id"":""ea39dd0b-c20c-4d5d-9aaf-0385ac0cea61"",""challenge_id"":""""}"
